id,pid,deep,name,pinyin_prefix,pinyin_prefix2,pinyin,ext_id,ext_name,full_name
11,0,0,北京,b,bj,bei jing,110000000000,北京市,北京市
1101,11,1,北京,b,bj,bei jing,110100000000,市辖区,北京市 市辖区
110101,1101,2,东城,d,dc,dong cheng,110101000000,东城区,北京市 市辖区 东城区
110102,1101,2,西城,x,xc,xi cheng,110102000000,西城区,北京市 市辖区 西城区
110105,1101,2,朝阳,c,cy,chao yang,110105000000,朝阳区,北京市 市辖区 朝阳区
110106,1101,2,丰台,f,ft,feng tai,110106000000,丰台区,北京市 市辖区 丰台区
110107,1101,2,石景山,s,sjs,shi jing shan,110107000000,石景山区,北京市 市辖区 石景山区
110108,1101,2,海淀,h,hd,hai dian,110108000000,海淀区,北京市 市辖区 海淀区
110109,1101,2,门头沟,m,mtg,men tou gou,110109000000,门头沟区,北京市 市辖区 门头沟区
110111,1101,2,房山,f,fs,fang shan,110111000000,房山区,北京市 市辖区 房山区
110112,1101,2,通州,t,tz,tong zhou,110112000000,通州区,北京市 市辖区 通州区
110113,1101,2,顺义,s,sy,shun yi,110113000000,顺义区,北京市 市辖区 顺义区
110114,1101,2,昌平,c,cp,chang ping,110114000000,昌平区,北京市 市辖区 昌平区
110115,1101,2,大兴,d,dx,da xing,110115000000,大兴区,北京市 市辖区 大兴区
110116,1101,2,怀柔,h,hr,huai rou,110116000000,怀柔区,北京市 市辖区 怀柔区
110117,1101,2,平谷,p,pg,ping gu,110117000000,平谷区,北京市 市辖区 平谷区
110118,1101,2,密云,m,my,mi yun,110118000000,密云区,北京市 市辖区 密云区
110119,1101,2,延庆,y,yq,yan qing,110119000000,延庆区,北京市 市辖区 延庆区
12,0,0,天津,t,tj,tian jin,120000000000,天津市,天津市
1201,12,1,天津,t,tj,tian jin,120100000000,市辖区,天津市 市辖区
120101,1201,2,和平,h,hp,he ping,120101000000,和平区,天津市 市辖区 和平区
120102,1201,2,河东,h,hd,he dong,120102000000,河东区,天津市 市辖区 河东区
120103,1201,2,河西,h,hx,he xi,120103000000,河西区,天津市 市辖区 河西区
120104,1201,2,南开,n,nk,nan kai,120104000000,南开区,天津市 市辖区 南开区
120105,1201,2,河北,h,hb,he bei,120105000000,河北区,天津市 市辖区 河北区
120106,1201,2,红桥,h,hq,hong qiao,120106000000,红桥区,天津市 市辖区 红桥区
120110,1201,2,东丽,d,dl,dong li,120110000000,东丽区,天津市 市辖区 东丽区
120111,1201,2,西青,x,xq,xi qing,120111000000,西青区,天津市 市辖区 西青区
120112,1201,2,津南,j,jn,jin nan,120112000000,津南区,天津市 市辖区 津南区
120113,1201,2,北辰,b,bc,bei chen,120113000000,北辰区,天津市 市辖区 北辰区
120114,1201,2,武清,w,wq,wu qing,120114000000,武清区,天津市 市辖区 武清区
120115,1201,2,宝坻,b,bd,bao di,120115000000,宝坻区,天津市 市辖区 宝坻区
120116,1201,2,滨海新区,b,bhxq,bin hai xin qu,120116000000,滨海新区,天津市 市辖区 滨海新区
120117,1201,2,宁河,n,nh,ning he,120117000000,宁河区,天津市 市辖区 宁河区
120118,1201,2,静海,j,jh,jing hai,120118000000,静海区,天津市 市辖区 静海区
120119,1201,2,蓟州,j,jz,ji zhou,120119000000,蓟州区,天津市 市辖区 蓟州区
13,0,0,河北,h,hb,he bei,130000000000,河北省,河北省
1301,13,1,石家庄,s,sjz,shi jia zhuang,130100000000,石家庄市,河北省 石家庄市
130102,1301,2,长安,c,ca,chang an,130102000000,长安区,河北省 石家庄市 长安区
130104,1301,2,桥西,q,qx,qiao xi,130104000000,桥西区,河北省 石家庄市 桥西区
130105,1301,2,新华,x,xh,xin hua,130105000000,新华区,河北省 石家庄市 新华区
130107,1301,2,井陉矿区,j,jxkq,jing xing kuang qu,130107000000,井陉矿区,河北省 石家庄市 井陉矿区
130108,1301,2,裕华,y,yh,yu hua,130108000000,裕华区,河北省 石家庄市 裕华区
130109,1301,2,藁城,g,gc,gao cheng,130109000000,藁城区,河北省 石家庄市 藁城区
130110,1301,2,鹿泉,l,lq,lu quan,130110000000,鹿泉区,河北省 石家庄市 鹿泉区
130111,1301,2,栾城,l,lc,luan cheng,130111000000,栾城区,河北省 石家庄市 栾城区
130121,1301,2,井陉,j,jx,jing xing,130121000000,井陉县,河北省 石家庄市 井陉县
130123,1301,2,正定,z,zd,zheng ding,130123000000,正定县,河北省 石家庄市 正定县
130125,1301,2,行唐,x,xt,xing tang,130125000000,行唐县,河北省 石家庄市 行唐县
130126,1301,2,灵寿,l,ls,ling shou,130126000000,灵寿县,河北省 石家庄市 灵寿县
130127,1301,2,高邑,g,gy,gao yi,130127000000,高邑县,河北省 石家庄市 高邑县
130128,1301,2,深泽,s,sz,shen ze,130128000000,深泽县,河北省 石家庄市 深泽县
130129,1301,2,赞皇,z,zh,zan huang,130129000000,赞皇县,河北省 石家庄市 赞皇县
130130,1301,2,无极,w,wj,wu ji,130130000000,无极县,河北省 石家庄市 无极县
130131,1301,2,平山,p,ps,ping shan,130131000000,平山县,河北省 石家庄市 平山县
130132,1301,2,元氏,y,ys,yuan shi,130132000000,元氏县,河北省 石家庄市 元氏县
130133,1301,2,赵县,z,zx,zhao xian,130133000000,赵县,河北省 石家庄市 赵县
130181,1301,2,辛集,x,xj,xin ji,130181000000,辛集市,河北省 石家庄市 辛集市
130183,1301,2,晋州,j,jz,jin zhou,130183000000,晋州市,河北省 石家庄市 晋州市
130184,1301,2,新乐,x,xl,xin le,130184000000,新乐市,河北省 石家庄市 新乐市
1302,13,1,唐山,t,ts,tang shan,130200000000,唐山市,河北省 唐山市
130202,1302,2,路南,l,ln,lu nan,130202000000,路南区,河北省 唐山市 路南区
130203,1302,2,路北,l,lb,lu bei,130203000000,路北区,河北省 唐山市 路北区
130204,1302,2,古冶,g,gy,gu ye,130204000000,古冶区,河北省 唐山市 古冶区
130205,1302,2,开平,k,kp,kai ping,130205000000,开平区,河北省 唐山市 开平区
130207,1302,2,丰南,f,fn,feng nan,130207000000,丰南区,河北省 唐山市 丰南区
130208,1302,2,丰润,f,fr,feng run,130208000000,丰润区,河北省 唐山市 丰润区
130209,1302,2,曹妃甸,c,cfd,cao fei dian,130209000000,曹妃甸区,河北省 唐山市 曹妃甸区
130224,1302,2,滦南,l,ln,luan nan,130224000000,滦南县,河北省 唐山市 滦南县
130225,1302,2,乐亭,l,lt,lao ting,130225000000,乐亭县,河北省 唐山市 乐亭县
130227,1302,2,迁西,q,qx,qian xi,130227000000,迁西县,河北省 唐山市 迁西县
130229,1302,2,玉田,y,yt,yu tian,130229000000,玉田县,河北省 唐山市 玉田县
130281,1302,2,遵化,z,zh,zun hua,130281000000,遵化市,河北省 唐山市 遵化市
130283,1302,2,迁安,q,qa,qian an,130283000000,迁安市,河北省 唐山市 迁安市
130284,1302,2,滦州,l,lz,luan zhou,130284000000,滦州市,河北省 唐山市 滦州市
1303,13,1,秦皇岛,q,qhd,qin huang dao,130300000000,秦皇岛市,河北省 秦皇岛市
130302,1303,2,海港,h,hg,hai gang,130302000000,海港区,河北省 秦皇岛市 海港区
130303,1303,2,山海关,s,shg,shan hai guan,130303000000,山海关区,河北省 秦皇岛市 山海关区
130304,1303,2,北戴河,b,bdh,bei dai he,130304000000,北戴河区,河北省 秦皇岛市 北戴河区
130306,1303,2,抚宁,f,fn,fu ning,130306000000,抚宁区,河北省 秦皇岛市 抚宁区
130321,1303,2,青龙,q,ql,qing long,130321000000,青龙满族自治县,河北省 秦皇岛市 青龙满族自治县
130322,1303,2,昌黎,c,cl,chang li,130322000000,昌黎县,河北省 秦皇岛市 昌黎县
130324,1303,2,卢龙,l,ll,lu long,130324000000,卢龙县,河北省 秦皇岛市 卢龙县
1304,13,1,邯郸,h,hd,han dan,130400000000,邯郸市,河北省 邯郸市
130402,1304,2,邯山,h,hs,han shan,130402000000,邯山区,河北省 邯郸市 邯山区
130403,1304,2,丛台,c,ct,cong tai,130403000000,丛台区,河北省 邯郸市 丛台区
130404,1304,2,复兴,f,fx,fu xing,130404000000,复兴区,河北省 邯郸市 复兴区
130406,1304,2,峰峰矿区,f,ffkq,feng feng kuang qu,130406000000,峰峰矿区,河北省 邯郸市 峰峰矿区
130407,1304,2,肥乡,f,fx,fei xiang,130407000000,肥乡区,河北省 邯郸市 肥乡区
130408,1304,2,永年,y,yn,yong nian,130408000000,永年区,河北省 邯郸市 永年区
130423,1304,2,临漳,l,lz,lin zhang,130423000000,临漳县,河北省 邯郸市 临漳县
130424,1304,2,成安,c,ca,cheng an,130424000000,成安县,河北省 邯郸市 成安县
130425,1304,2,大名,d,dm,da ming,130425000000,大名县,河北省 邯郸市 大名县
130426,1304,2,涉县,s,sx,she xian,130426000000,涉县,河北省 邯郸市 涉县
130427,1304,2,磁县,c,cx,ci xian,130427000000,磁县,河北省 邯郸市 磁县
130430,1304,2,邱县,q,qx,qiu xian,130430000000,邱县,河北省 邯郸市 邱县
130431,1304,2,鸡泽,j,jz,ji ze,130431000000,鸡泽县,河北省 邯郸市 鸡泽县
130432,1304,2,广平,g,gp,guang ping,130432000000,广平县,河北省 邯郸市 广平县
130433,1304,2,馆陶,g,gt,guan tao,130433000000,馆陶县,河北省 邯郸市 馆陶县
130434,1304,2,魏县,w,wx,wei xian,130434000000,魏县,河北省 邯郸市 魏县
130435,1304,2,曲周,q,qz,qu zhou,130435000000,曲周县,河北省 邯郸市 曲周县
130481,1304,2,武安,w,wa,wu an,130481000000,武安市,河北省 邯郸市 武安市
1305,13,1,邢台,x,xt,xing tai,130500000000,邢台市,河北省 邢台市
130502,1305,2,襄都,x,xd,xiang du,130502000000,襄都区,河北省 邢台市 襄都区
130503,1305,2,信都,x,xd,xin du,130503000000,信都区,河北省 邢台市 信都区
130505,1305,2,任泽,r,rz,ren ze,130505000000,任泽区,河北省 邢台市 任泽区
130506,1305,2,南和,n,nh,nan he,130506000000,南和区,河北省 邢台市 南和区
130522,1305,2,临城,l,lc,lin cheng,130522000000,临城县,河北省 邢台市 临城县
130523,1305,2,内丘,n,nq,nei qiu,130523000000,内丘县,河北省 邢台市 内丘县
130524,1305,2,柏乡,b,bx,bai xiang,130524000000,柏乡县,河北省 邢台市 柏乡县
130525,1305,2,隆尧,l,ly,long yao,130525000000,隆尧县,河北省 邢台市 隆尧县
130528,1305,2,宁晋,n,nj,ning jin,130528000000,宁晋县,河北省 邢台市 宁晋县
130529,1305,2,巨鹿,j,jl,ju lu,130529000000,巨鹿县,河北省 邢台市 巨鹿县
130530,1305,2,新河,x,xh,xin he,130530000000,新河县,河北省 邢台市 新河县
130531,1305,2,广宗,g,gz,guang zong,130531000000,广宗县,河北省 邢台市 广宗县
130532,1305,2,平乡,p,px,ping xiang,130532000000,平乡县,河北省 邢台市 平乡县
130533,1305,2,威县,w,wx,wei xian,130533000000,威县,河北省 邢台市 威县
130534,1305,2,清河,q,qh,qing he,130534000000,清河县,河北省 邢台市 清河县
130535,1305,2,临西,l,lx,lin xi,130535000000,临西县,河北省 邢台市 临西县
130581,1305,2,南宫,n,ng,nan gong,130581000000,南宫市,河北省 邢台市 南宫市
130582,1305,2,沙河,s,sh,sha he,130582000000,沙河市,河北省 邢台市 沙河市
1306,13,1,保定,b,bd,bao ding,130600000000,保定市,河北省 保定市
130602,1306,2,竞秀,j,jx,jing xiu,130602000000,竞秀区,河北省 保定市 竞秀区
130606,1306,2,莲池,l,lc,lian chi,130606000000,莲池区,河北省 保定市 莲池区
130607,1306,2,满城,m,mc,man cheng,130607000000,满城区,河北省 保定市 满城区
130608,1306,2,清苑,q,qy,qing yuan,130608000000,清苑区,河北省 保定市 清苑区
130609,1306,2,徐水,x,xs,xu shui,130609000000,徐水区,河北省 保定市 徐水区
130623,1306,2,涞水,l,ls,lai shui,130623000000,涞水县,河北省 保定市 涞水县
130624,1306,2,阜平,f,fp,fu ping,130624000000,阜平县,河北省 保定市 阜平县
130626,1306,2,定兴,d,dx,ding xing,130626000000,定兴县,河北省 保定市 定兴县
130627,1306,2,唐县,t,tx,tang xian,130627000000,唐县,河北省 保定市 唐县
130628,1306,2,高阳,g,gy,gao yang,130628000000,高阳县,河北省 保定市 高阳县
130629,1306,2,容城,r,rc,rong cheng,130629000000,容城县,河北省 保定市 容城县
130630,1306,2,涞源,l,ly,lai yuan,130630000000,涞源县,河北省 保定市 涞源县
130631,1306,2,望都,w,wd,wang du,130631000000,望都县,河北省 保定市 望都县
130632,1306,2,安新,a,ax,an xin,130632000000,安新县,河北省 保定市 安新县
130633,1306,2,易县,y,yx,yi xian,130633000000,易县,河北省 保定市 易县
130634,1306,2,曲阳,q,qy,qu yang,130634000000,曲阳县,河北省 保定市 曲阳县
130635,1306,2,蠡县,l,lx,li xian,130635000000,蠡县,河北省 保定市 蠡县
130636,1306,2,顺平,s,sp,shun ping,130636000000,顺平县,河北省 保定市 顺平县
130637,1306,2,博野,b,by,bo ye,130637000000,博野县,河北省 保定市 博野县
130638,1306,2,雄县,x,xx,xiong xian,130638000000,雄县,河北省 保定市 雄县
130681,1306,2,涿州,z,zz,zhuo zhou,130681000000,涿州市,河北省 保定市 涿州市
130682,1306,2,定州,d,dz,ding zhou,130682000000,定州市,河北省 保定市 定州市
130683,1306,2,安国,a,ag,an guo,130683000000,安国市,河北省 保定市 安国市
130684,1306,2,高碑店,g,gbd,gao bei dian,130684000000,高碑店市,河北省 保定市 高碑店市
1307,13,1,张家口,z,zjk,zhang jia kou,130700000000,张家口市,河北省 张家口市
130702,1307,2,桥东,q,qd,qiao dong,130702000000,桥东区,河北省 张家口市 桥东区
130703,1307,2,桥西,q,qx,qiao xi,130703000000,桥西区,河北省 张家口市 桥西区
130705,1307,2,宣化,x,xh,xuan hua,130705000000,宣化区,河北省 张家口市 宣化区
130706,1307,2,下花园,x,xhy,xia hua yuan,130706000000,下花园区,河北省 张家口市 下花园区
130708,1307,2,万全,w,wq,wan quan,130708000000,万全区,河北省 张家口市 万全区
130709,1307,2,崇礼,c,cl,chong li,130709000000,崇礼区,河北省 张家口市 崇礼区
130722,1307,2,张北,z,zb,zhang bei,130722000000,张北县,河北省 张家口市 张北县
130723,1307,2,康保,k,kb,kang bao,130723000000,康保县,河北省 张家口市 康保县
130724,1307,2,沽源,g,gy,gu yuan,130724000000,沽源县,河北省 张家口市 沽源县
130725,1307,2,尚义,s,sy,shang yi,130725000000,尚义县,河北省 张家口市 尚义县
130726,1307,2,蔚县,y,yx,yu xian,130726000000,蔚县,河北省 张家口市 蔚县
130727,1307,2,阳原,y,yy,yang yuan,130727000000,阳原县,河北省 张家口市 阳原县
130728,1307,2,怀安,h,ha,huai an,130728000000,怀安县,河北省 张家口市 怀安县
130730,1307,2,怀来,h,hl,huai lai,130730000000,怀来县,河北省 张家口市 怀来县
130731,1307,2,涿鹿,z,zl,zhuo lu,130731000000,涿鹿县,河北省 张家口市 涿鹿县
130732,1307,2,赤城,c,cc,chi cheng,130732000000,赤城县,河北省 张家口市 赤城县
1308,13,1,承德,c,cd,cheng de,130800000000,承德市,河北省 承德市
130802,1308,2,双桥,s,sq,shuang qiao,130802000000,双桥区,河北省 承德市 双桥区
130803,1308,2,双滦,s,sl,shuang luan,130803000000,双滦区,河北省 承德市 双滦区
130804,1308,2,鹰手营子矿区,y,ysyzkq,ying shou ying zi kuang qu,130804000000,鹰手营子矿区,河北省 承德市 鹰手营子矿区
130821,1308,2,承德县,c,cdx,cheng de xian,130821000000,承德县,河北省 承德市 承德县
130822,1308,2,兴隆,x,xl,xing long,130822000000,兴隆县,河北省 承德市 兴隆县
130824,1308,2,滦平,l,lp,luan ping,130824000000,滦平县,河北省 承德市 滦平县
130825,1308,2,隆化,l,lh,long hua,130825000000,隆化县,河北省 承德市 隆化县
130826,1308,2,丰宁,f,fn,feng ning,130826000000,丰宁满族自治县,河北省 承德市 丰宁满族自治县
130827,1308,2,宽城,k,kc,kuan cheng,130827000000,宽城满族自治县,河北省 承德市 宽城满族自治县
130828,1308,2,围场,w,wc,wei chang,130828000000,围场满族蒙古族自治县,河北省 承德市 围场满族蒙古族自治县
130881,1308,2,平泉,p,pq,ping quan,130881000000,平泉市,河北省 承德市 平泉市
1309,13,1,沧州,c,cz,cang zhou,130900000000,沧州市,河北省 沧州市
130902,1309,2,新华,x,xh,xin hua,130902000000,新华区,河北省 沧州市 新华区
130903,1309,2,运河,y,yh,yun he,130903000000,运河区,河北省 沧州市 运河区
130921,1309,2,沧县,c,cx,cang xian,130921000000,沧县,河北省 沧州市 沧县
130922,1309,2,青县,q,qx,qing xian,130922000000,青县,河北省 沧州市 青县
130923,1309,2,东光,d,dg,dong guang,130923000000,东光县,河北省 沧州市 东光县
130924,1309,2,海兴,h,hx,hai xing,130924000000,海兴县,河北省 沧州市 海兴县
130925,1309,2,盐山,y,ys,yan shan,130925000000,盐山县,河北省 沧州市 盐山县
130926,1309,2,肃宁,s,sn,su ning,130926000000,肃宁县,河北省 沧州市 肃宁县
130927,1309,2,南皮,n,np,nan pi,130927000000,南皮县,河北省 沧州市 南皮县
130928,1309,2,吴桥,w,wq,wu qiao,130928000000,吴桥县,河北省 沧州市 吴桥县
130929,1309,2,献县,x,xx,xian xian,130929000000,献县,河北省 沧州市 献县
130930,1309,2,孟村,m,mc,meng cun,130930000000,孟村回族自治县,河北省 沧州市 孟村回族自治县
130981,1309,2,泊头,b,bt,bo tou,130981000000,泊头市,河北省 沧州市 泊头市
130982,1309,2,任丘,r,rq,ren qiu,130982000000,任丘市,河北省 沧州市 任丘市
130983,1309,2,黄骅,h,hh,huang hua,130983000000,黄骅市,河北省 沧州市 黄骅市
130984,1309,2,河间,h,hj,he jian,130984000000,河间市,河北省 沧州市 河间市
1310,13,1,廊坊,l,lf,lang fang,131000000000,廊坊市,河北省 廊坊市
131002,1310,2,安次,a,ac,an ci,131002000000,安次区,河北省 廊坊市 安次区
131003,1310,2,广阳,g,gy,guang yang,131003000000,广阳区,河北省 廊坊市 广阳区
131022,1310,2,固安,g,ga,gu an,131022000000,固安县,河北省 廊坊市 固安县
131023,1310,2,永清,y,yq,yong qing,131023000000,永清县,河北省 廊坊市 永清县
131024,1310,2,香河,x,xh,xiang he,131024000000,香河县,河北省 廊坊市 香河县
131025,1310,2,大城,d,dc,da cheng,131025000000,大城县,河北省 廊坊市 大城县
131026,1310,2,文安,w,wa,wen an,131026000000,文安县,河北省 廊坊市 文安县
131028,1310,2,大厂,d,dc,da chang,131028000000,大厂回族自治县,河北省 廊坊市 大厂回族自治县
131081,1310,2,霸州,b,bz,ba zhou,131081000000,霸州市,河北省 廊坊市 霸州市
131082,1310,2,三河,s,sh,san he,131082000000,三河市,河北省 廊坊市 三河市
1311,13,1,衡水,h,hs,heng shui,131100000000,衡水市,河北省 衡水市
131102,1311,2,桃城,t,tc,tao cheng,131102000000,桃城区,河北省 衡水市 桃城区
131103,1311,2,冀州,j,jz,ji zhou,131103000000,冀州区,河北省 衡水市 冀州区
131121,1311,2,枣强,z,zq,zao qiang,131121000000,枣强县,河北省 衡水市 枣强县
131122,1311,2,武邑,w,wy,wu yi,131122000000,武邑县,河北省 衡水市 武邑县
131123,1311,2,武强,w,wq,wu qiang,131123000000,武强县,河北省 衡水市 武强县
131124,1311,2,饶阳,r,ry,rao yang,131124000000,饶阳县,河北省 衡水市 饶阳县
131125,1311,2,安平,a,ap,an ping,131125000000,安平县,河北省 衡水市 安平县
131126,1311,2,故城,g,gc,gu cheng,131126000000,故城县,河北省 衡水市 故城县
131127,1311,2,景县,j,jx,jing xian,131127000000,景县,河北省 衡水市 景县
131128,1311,2,阜城,f,fc,fu cheng,131128000000,阜城县,河北省 衡水市 阜城县
131182,1311,2,深州,s,sz,shen zhou,131182000000,深州市,河北省 衡水市 深州市
14,0,0,山西,s,sx,shan xi,140000000000,山西省,山西省
1401,14,1,太原,t,ty,tai yuan,140100000000,太原市,山西省 太原市
140105,1401,2,小店,x,xd,xiao dian,140105000000,小店区,山西省 太原市 小店区
140106,1401,2,迎泽,y,yz,ying ze,140106000000,迎泽区,山西省 太原市 迎泽区
140107,1401,2,杏花岭,x,xhl,xing hua ling,140107000000,杏花岭区,山西省 太原市 杏花岭区
140108,1401,2,尖草坪,j,jcp,jian cao ping,140108000000,尖草坪区,山西省 太原市 尖草坪区
140109,1401,2,万柏林,w,wbl,wan bai lin,140109000000,万柏林区,山西省 太原市 万柏林区
140110,1401,2,晋源,j,jy,jin yuan,140110000000,晋源区,山西省 太原市 晋源区
140121,1401,2,清徐,q,qx,qing xu,140121000000,清徐县,山西省 太原市 清徐县
140122,1401,2,阳曲,y,yq,yang qu,140122000000,阳曲县,山西省 太原市 阳曲县
140123,1401,2,娄烦,l,lf,lou fan,140123000000,娄烦县,山西省 太原市 娄烦县
140181,1401,2,古交,g,gj,gu jiao,140181000000,古交市,山西省 太原市 古交市
1402,14,1,大同,d,dt,da tong,140200000000,大同市,山西省 大同市
140212,1402,2,新荣,x,xr,xin rong,140212000000,新荣区,山西省 大同市 新荣区
140213,1402,2,平城,p,pc,ping cheng,140213000000,平城区,山西省 大同市 平城区
140214,1402,2,云冈,y,yg,yun gang,140214000000,云冈区,山西省 大同市 云冈区
140215,1402,2,云州,y,yz,yun zhou,140215000000,云州区,山西省 大同市 云州区
140221,1402,2,阳高,y,yg,yang gao,140221000000,阳高县,山西省 大同市 阳高县
140222,1402,2,天镇,t,tz,tian zhen,140222000000,天镇县,山西省 大同市 天镇县
140223,1402,2,广灵,g,gl,guang ling,140223000000,广灵县,山西省 大同市 广灵县
140224,1402,2,灵丘,l,lq,ling qiu,140224000000,灵丘县,山西省 大同市 灵丘县
140225,1402,2,浑源,h,hy,hun yuan,140225000000,浑源县,山西省 大同市 浑源县
140226,1402,2,左云,z,zy,zuo yun,140226000000,左云县,山西省 大同市 左云县
1403,14,1,阳泉,y,yq,yang quan,140300000000,阳泉市,山西省 阳泉市
140302,1403,2,城区,c,cq,cheng qu,140302000000,城区,山西省 阳泉市 城区
140303,1403,2,矿区,k,kq,kuang qu,140303000000,矿区,山西省 阳泉市 矿区
140311,1403,2,郊区,j,jq,jiao qu,140311000000,郊区,山西省 阳泉市 郊区
140321,1403,2,平定,p,pd,ping ding,140321000000,平定县,山西省 阳泉市 平定县
140322,1403,2,盂县,y,yx,yu xian,140322000000,盂县,山西省 阳泉市 盂县
1404,14,1,长治,c,cz,chang zhi,140400000000,长治市,山西省 长治市
140403,1404,2,潞州,l,lz,lu zhou,140403000000,潞州区,山西省 长治市 潞州区
140404,1404,2,上党,s,sd,shang dang,140404000000,上党区,山西省 长治市 上党区
140405,1404,2,屯留,t,tl,tun liu,140405000000,屯留区,山西省 长治市 屯留区
140406,1404,2,潞城,l,lc,lu cheng,140406000000,潞城区,山西省 长治市 潞城区
140423,1404,2,襄垣,x,xy,xiang yuan,140423000000,襄垣县,山西省 长治市 襄垣县
140425,1404,2,平顺,p,ps,ping shun,140425000000,平顺县,山西省 长治市 平顺县
140426,1404,2,黎城,l,lc,li cheng,140426000000,黎城县,山西省 长治市 黎城县
140427,1404,2,壶关,h,hg,hu guan,140427000000,壶关县,山西省 长治市 壶关县
140428,1404,2,长子,z,zz,zhang zi,140428000000,长子县,山西省 长治市 长子县
140429,1404,2,武乡,w,wx,wu xiang,140429000000,武乡县,山西省 长治市 武乡县
140430,1404,2,沁县,q,qx,qin xian,140430000000,沁县,山西省 长治市 沁县
140431,1404,2,沁源,q,qy,qin yuan,140431000000,沁源县,山西省 长治市 沁源县
1405,14,1,晋城,j,jc,jin cheng,140500000000,晋城市,山西省 晋城市
140502,1405,2,城区,c,cq,cheng qu,140502000000,城区,山西省 晋城市 城区
140521,1405,2,沁水,q,qs,qin shui,140521000000,沁水县,山西省 晋城市 沁水县
140522,1405,2,阳城,y,yc,yang cheng,140522000000,阳城县,山西省 晋城市 阳城县
140524,1405,2,陵川,l,lc,ling chuan,140524000000,陵川县,山西省 晋城市 陵川县
140525,1405,2,泽州,z,zz,ze zhou,140525000000,泽州县,山西省 晋城市 泽州县
140581,1405,2,高平,g,gp,gao ping,140581000000,高平市,山西省 晋城市 高平市
1406,14,1,朔州,s,sz,shuo zhou,140600000000,朔州市,山西省 朔州市
140602,1406,2,朔城,s,sc,shuo cheng,140602000000,朔城区,山西省 朔州市 朔城区
140603,1406,2,平鲁,p,pl,ping lu,140603000000,平鲁区,山西省 朔州市 平鲁区
140621,1406,2,山阴,s,sy,shan yin,140621000000,山阴县,山西省 朔州市 山阴县
140622,1406,2,应县,y,yx,ying xian,140622000000,应县,山西省 朔州市 应县
140623,1406,2,右玉,y,yy,you yu,140623000000,右玉县,山西省 朔州市 右玉县
140681,1406,2,怀仁,h,hr,huai ren,140681000000,怀仁市,山西省 朔州市 怀仁市
1407,14,1,晋中,j,jz,jin zhong,140700000000,晋中市,山西省 晋中市
140702,1407,2,榆次,y,yc,yu ci,140702000000,榆次区,山西省 晋中市 榆次区
140703,1407,2,太谷,t,tg,tai gu,140703000000,太谷区,山西省 晋中市 太谷区
140721,1407,2,榆社,y,ys,yu she,140721000000,榆社县,山西省 晋中市 榆社县
140722,1407,2,左权,z,zq,zuo quan,140722000000,左权县,山西省 晋中市 左权县
140723,1407,2,和顺,h,hs,he shun,140723000000,和顺县,山西省 晋中市 和顺县
140724,1407,2,昔阳,x,xy,xi yang,140724000000,昔阳县,山西省 晋中市 昔阳县
140725,1407,2,寿阳,s,sy,shou yang,140725000000,寿阳县,山西省 晋中市 寿阳县
140727,1407,2,祁县,q,qx,qi xian,140727000000,祁县,山西省 晋中市 祁县
140728,1407,2,平遥,p,py,ping yao,140728000000,平遥县,山西省 晋中市 平遥县
140729,1407,2,灵石,l,ls,ling shi,140729000000,灵石县,山西省 晋中市 灵石县
140781,1407,2,介休,j,jx,jie xiu,140781000000,介休市,山西省 晋中市 介休市
1408,14,1,运城,y,yc,yun cheng,140800000000,运城市,山西省 运城市
140802,1408,2,盐湖,y,yh,yan hu,140802000000,盐湖区,山西省 运城市 盐湖区
140821,1408,2,临猗,l,ly,lin yi,140821000000,临猗县,山西省 运城市 临猗县
140822,1408,2,万荣,w,wr,wan rong,140822000000,万荣县,山西省 运城市 万荣县
140823,1408,2,闻喜,w,wx,wen xi,140823000000,闻喜县,山西省 运城市 闻喜县
140824,1408,2,稷山,j,js,ji shan,140824000000,稷山县,山西省 运城市 稷山县
140825,1408,2,新绛,x,xj,xin jiang,140825000000,新绛县,山西省 运城市 新绛县
140826,1408,2,绛县,j,jx,jiang xian,140826000000,绛县,山西省 运城市 绛县
140827,1408,2,垣曲,y,yq,yuan qu,140827000000,垣曲县,山西省 运城市 垣曲县
140828,1408,2,夏县,x,xx,xia xian,140828000000,夏县,山西省 运城市 夏县
140829,1408,2,平陆,p,pl,ping lu,140829000000,平陆县,山西省 运城市 平陆县
140830,1408,2,芮城,r,rc,rui cheng,140830000000,芮城县,山西省 运城市 芮城县
140881,1408,2,永济,y,yj,yong ji,140881000000,永济市,山西省 运城市 永济市
140882,1408,2,河津,h,hj,he jin,140882000000,河津市,山西省 运城市 河津市
1409,14,1,忻州,x,xz,xin zhou,140900000000,忻州市,山西省 忻州市
140902,1409,2,忻府,x,xf,xin fu,140902000000,忻府区,山西省 忻州市 忻府区
140921,1409,2,定襄,d,dx,ding xiang,140921000000,定襄县,山西省 忻州市 定襄县
140922,1409,2,五台,w,wt,wu tai,140922000000,五台县,山西省 忻州市 五台县
140923,1409,2,代县,d,dx,dai xian,140923000000,代县,山西省 忻州市 代县
140924,1409,2,繁峙,f,fs,fan shi,140924000000,繁峙县,山西省 忻州市 繁峙县
140925,1409,2,宁武,n,nw,ning wu,140925000000,宁武县,山西省 忻州市 宁武县
140926,1409,2,静乐,j,jl,jing le,140926000000,静乐县,山西省 忻州市 静乐县
