id,pid,deep,name,pinyin_prefix,pinyin_prefix2,pinyin,ext_id,ext_name,full_name
450327,4503,2,灌阳,g,gy,guan yang,450327000000,灌阳县,广西壮族自治区 桂林市 灌阳县
450328,4503,2,龙胜,l,ls,long sheng,450328000000,龙胜各族自治县,广西壮族自治区 桂林市 龙胜各族自治县
450329,4503,2,资源,z,zy,zi yuan,450329000000,资源县,广西壮族自治区 桂林市 资源县
450330,4503,2,平乐,p,pl,ping le,450330000000,平乐县,广西壮族自治区 桂林市 平乐县
450332,4503,2,恭城,g,gc,gong cheng,450332000000,恭城瑶族自治县,广西壮族自治区 桂林市 恭城瑶族自治县
450381,4503,2,荔浦,l,lp,li pu,450381000000,荔浦市,广西壮族自治区 桂林市 荔浦市
4504,45,1,梧州,w,wz,wu zhou,450400000000,梧州市,广西壮族自治区 梧州市
450403,4504,2,万秀,w,wx,wan xiu,450403000000,万秀区,广西壮族自治区 梧州市 万秀区
450405,4504,2,长洲,c,cz,chang zhou,450405000000,长洲区,广西壮族自治区 梧州市 长洲区
450406,4504,2,龙圩,l,lx,long xu,450406000000,龙圩区,广西壮族自治区 梧州市 龙圩区
450421,4504,2,苍梧,c,cw,cang wu,450421000000,苍梧县,广西壮族自治区 梧州市 苍梧县
450422,4504,2,藤县,t,tx,teng xian,450422000000,藤县,广西壮族自治区 梧州市 藤县
450423,4504,2,蒙山,m,ms,meng shan,450423000000,蒙山县,广西壮族自治区 梧州市 蒙山县
450481,4504,2,岑溪,c,cx,cen xi,450481000000,岑溪市,广西壮族自治区 梧州市 岑溪市
4505,45,1,北海,b,bh,bei hai,450500000000,北海市,广西壮族自治区 北海市
450502,4505,2,海城,h,hc,hai cheng,450502000000,海城区,广西壮族自治区 北海市 海城区
450503,4505,2,银海,y,yh,yin hai,450503000000,银海区,广西壮族自治区 北海市 银海区
450512,4505,2,铁山港,t,tsg,tie shan gang,450512000000,铁山港区,广西壮族自治区 北海市 铁山港区
450521,4505,2,合浦,h,hp,he pu,450521000000,合浦县,广西壮族自治区 北海市 合浦县
4506,45,1,防城港,f,fcg,fang cheng gang,450600000000,防城港市,广西壮族自治区 防城港市
450602,4506,2,港口,g,gk,gang kou,450602000000,港口区,广西壮族自治区 防城港市 港口区
450603,4506,2,防城,f,fc,fang cheng,450603000000,防城区,广西壮族自治区 防城港市 防城区
450621,4506,2,上思,s,ss,shang si,450621000000,上思县,广西壮族自治区 防城港市 上思县
450681,4506,2,东兴,d,dx,dong xing,450681000000,东兴市,广西壮族自治区 防城港市 东兴市
4507,45,1,钦州,q,qz,qin zhou,450700000000,钦州市,广西壮族自治区 钦州市
450702,4507,2,钦南,q,qn,qin nan,450702000000,钦南区,广西壮族自治区 钦州市 钦南区
450703,4507,2,钦北,q,qb,qin bei,450703000000,钦北区,广西壮族自治区 钦州市 钦北区
450721,4507,2,灵山,l,ls,ling shan,450721000000,灵山县,广西壮族自治区 钦州市 灵山县
450722,4507,2,浦北,p,pb,pu bei,450722000000,浦北县,广西壮族自治区 钦州市 浦北县
4508,45,1,贵港,g,gg,gui gang,450800000000,贵港市,广西壮族自治区 贵港市
450802,4508,2,港北,g,gb,gang bei,450802000000,港北区,广西壮族自治区 贵港市 港北区
450803,4508,2,港南,g,gn,gang nan,450803000000,港南区,广西壮族自治区 贵港市 港南区
450804,4508,2,覃塘,q,qt,qin tang,450804000000,覃塘区,广西壮族自治区 贵港市 覃塘区
450821,4508,2,平南,p,pn,ping nan,450821000000,平南县,广西壮族自治区 贵港市 平南县
450881,4508,2,桂平,g,gp,gui ping,450881000000,桂平市,广西壮族自治区 贵港市 桂平市
4509,45,1,玉林,y,yl,yu lin,450900000000,玉林市,广西壮族自治区 玉林市
450902,4509,2,玉州,y,yz,yu zhou,450902000000,玉州区,广西壮族自治区 玉林市 玉州区
450903,4509,2,福绵,f,fm,fu mian,450903000000,福绵区,广西壮族自治区 玉林市 福绵区
450921,4509,2,容县,r,rx,rong xian,450921000000,容县,广西壮族自治区 玉林市 容县
450922,4509,2,陆川,l,lc,lu chuan,450922000000,陆川县,广西壮族自治区 玉林市 陆川县
450923,4509,2,博白,b,bb,bo bai,450923000000,博白县,广西壮族自治区 玉林市 博白县
450924,4509,2,兴业,x,xy,xing ye,450924000000,兴业县,广西壮族自治区 玉林市 兴业县
450981,4509,2,北流,b,bl,bei liu,450981000000,北流市,广西壮族自治区 玉林市 北流市
4510,45,1,百色,b,bs,bai se,451000000000,百色市,广西壮族自治区 百色市
451002,4510,2,右江,y,yj,you jiang,451002000000,右江区,广西壮族自治区 百色市 右江区
451003,4510,2,田阳,t,ty,tian yang,451003000000,田阳区,广西壮族自治区 百色市 田阳区
451022,4510,2,田东,t,td,tian dong,451022000000,田东县,广西壮族自治区 百色市 田东县
451024,4510,2,德保,d,db,de bao,451024000000,德保县,广西壮族自治区 百色市 德保县
451026,4510,2,那坡,n,np,na po,451026000000,那坡县,广西壮族自治区 百色市 那坡县
451027,4510,2,凌云,l,ly,ling yun,451027000000,凌云县,广西壮族自治区 百色市 凌云县
451028,4510,2,乐业,l,ly,le ye,451028000000,乐业县,广西壮族自治区 百色市 乐业县
451029,4510,2,田林,t,tl,tian lin,451029000000,田林县,广西壮族自治区 百色市 田林县
451030,4510,2,西林,x,xl,xi lin,451030000000,西林县,广西壮族自治区 百色市 西林县
451031,4510,2,隆林,l,ll,long lin,451031000000,隆林各族自治县,广西壮族自治区 百色市 隆林各族自治县
451081,4510,2,靖西,j,jx,jing xi,451081000000,靖西市,广西壮族自治区 百色市 靖西市
451082,4510,2,平果,p,pg,ping guo,451082000000,平果市,广西壮族自治区 百色市 平果市
4511,45,1,贺州,h,hz,he zhou,451100000000,贺州市,广西壮族自治区 贺州市
451102,4511,2,八步,b,bb,ba bu,451102000000,八步区,广西壮族自治区 贺州市 八步区
451103,4511,2,平桂,p,pg,ping gui,451103000000,平桂区,广西壮族自治区 贺州市 平桂区
451121,4511,2,昭平,z,zp,zhao ping,451121000000,昭平县,广西壮族自治区 贺州市 昭平县
451122,4511,2,钟山,z,zs,zhong shan,451122000000,钟山县,广西壮族自治区 贺州市 钟山县
451123,4511,2,富川,f,fc,fu chuan,451123000000,富川瑶族自治县,广西壮族自治区 贺州市 富川瑶族自治县
4512,45,1,河池,h,hc,he chi,451200000000,河池市,广西壮族自治区 河池市
451202,4512,2,金城江,j,jcj,jin cheng jiang,451202000000,金城江区,广西壮族自治区 河池市 金城江区
451203,4512,2,宜州,y,yz,yi zhou,451203000000,宜州区,广西壮族自治区 河池市 宜州区
451221,4512,2,南丹,n,nd,nan dan,451221000000,南丹县,广西壮族自治区 河池市 南丹县
451222,4512,2,天峨,t,te,tian e,451222000000,天峨县,广西壮族自治区 河池市 天峨县
451223,4512,2,凤山,f,fs,feng shan,451223000000,凤山县,广西壮族自治区 河池市 凤山县
451224,4512,2,东兰,d,dl,dong lan,451224000000,东兰县,广西壮族自治区 河池市 东兰县
451225,4512,2,罗城,l,lc,luo cheng,451225000000,罗城仫佬族自治县,广西壮族自治区 河池市 罗城仫佬族自治县
451226,4512,2,环江,h,hj,huan jiang,451226000000,环江毛南族自治县,广西壮族自治区 河池市 环江毛南族自治县
451227,4512,2,巴马,b,bm,ba ma,451227000000,巴马瑶族自治县,广西壮族自治区 河池市 巴马瑶族自治县
451228,4512,2,都安,d,da,du an,451228000000,都安瑶族自治县,广西壮族自治区 河池市 都安瑶族自治县
451229,4512,2,大化,d,dh,da hua,451229000000,大化瑶族自治县,广西壮族自治区 河池市 大化瑶族自治县
4513,45,1,来宾,l,lb,lai bin,451300000000,来宾市,广西壮族自治区 来宾市
451302,4513,2,兴宾,x,xb,xing bin,451302000000,兴宾区,广西壮族自治区 来宾市 兴宾区
451321,4513,2,忻城,x,xc,xin cheng,451321000000,忻城县,广西壮族自治区 来宾市 忻城县
451322,4513,2,象州,x,xz,xiang zhou,451322000000,象州县,广西壮族自治区 来宾市 象州县
451323,4513,2,武宣,w,wx,wu xuan,451323000000,武宣县,广西壮族自治区 来宾市 武宣县
451324,4513,2,金秀,j,jx,jin xiu,451324000000,金秀瑶族自治县,广西壮族自治区 来宾市 金秀瑶族自治县
451381,4513,2,合山,h,hs,he shan,451381000000,合山市,广西壮族自治区 来宾市 合山市
4514,45,1,崇左,c,cz,chong zuo,451400000000,崇左市,广西壮族自治区 崇左市
451402,4514,2,江州,j,jz,jiang zhou,451402000000,江州区,广西壮族自治区 崇左市 江州区
451421,4514,2,扶绥,f,fs,fu sui,451421000000,扶绥县,广西壮族自治区 崇左市 扶绥县
451422,4514,2,宁明,n,nm,ning ming,451422000000,宁明县,广西壮族自治区 崇左市 宁明县
451423,4514,2,龙州,l,lz,long zhou,451423000000,龙州县,广西壮族自治区 崇左市 龙州县
451424,4514,2,大新,d,dx,da xin,451424000000,大新县,广西壮族自治区 崇左市 大新县
451425,4514,2,天等,t,td,tian deng,451425000000,天等县,广西壮族自治区 崇左市 天等县
451481,4514,2,凭祥,p,px,ping xiang,451481000000,凭祥市,广西壮族自治区 崇左市 凭祥市
46,0,0,海南,h,hn,hai nan,460000000000,海南省,海南省
4601,46,1,海口,h,hk,hai kou,460100000000,海口市,海南省 海口市
460105,4601,2,秀英,x,xy,xiu ying,460105000000,秀英区,海南省 海口市 秀英区
460106,4601,2,龙华,l,lh,long hua,460106000000,龙华区,海南省 海口市 龙华区
460107,4601,2,琼山,q,qs,qiong shan,460107000000,琼山区,海南省 海口市 琼山区
460108,4601,2,美兰,m,ml,mei lan,460108000000,美兰区,海南省 海口市 美兰区
4602,46,1,三亚,s,sy,san ya,460200000000,三亚市,海南省 三亚市
460202,4602,2,海棠,h,ht,hai tang,460202000000,海棠区,海南省 三亚市 海棠区
460203,4602,2,吉阳,j,jy,ji yang,460203000000,吉阳区,海南省 三亚市 吉阳区
460204,4602,2,天涯,t,ty,tian ya,460204000000,天涯区,海南省 三亚市 天涯区
460205,4602,2,崖州,y,yz,ya zhou,460205000000,崖州区,海南省 三亚市 崖州区
4603,46,1,三沙,s,ss,san sha,460300000000,三沙市,海南省 三沙市
460301,4603,2,西沙,x,xs,xi sha,460301000000,西沙区,海南省 三沙市 西沙区
460302,4603,2,南沙,n,ns,nan sha,460302000000,南沙区,海南省 三沙市 南沙区
4604,46,1,儋州,d,dz,dan zhou,460400000000,儋州市,海南省 儋州市
460400,4604,2,儋州,d,dz,dan zhou,460400000000,儋州市,海南省 儋州市 儋州市
469001,46,1,五指山,w,wzs,wu zhi shan,469001000000,五指山市,海南省 五指山市
469001000,469001,2,五指山,w,wzs,wu zhi shan,469001000000,五指山市,海南省 五指山市 五指山市
469002,46,1,琼海,q,qh,qiong hai,469002000000,琼海市,海南省 琼海市
469002000,469002,2,琼海,q,qh,qiong hai,469002000000,琼海市,海南省 琼海市 琼海市
469005,46,1,文昌,w,wc,wen chang,469005000000,文昌市,海南省 文昌市
469005000,469005,2,文昌,w,wc,wen chang,469005000000,文昌市,海南省 文昌市 文昌市
469006,46,1,万宁,w,wn,wan ning,469006000000,万宁市,海南省 万宁市
469006000,469006,2,万宁,w,wn,wan ning,469006000000,万宁市,海南省 万宁市 万宁市
469007,46,1,东方,d,df,dong fang,469007000000,东方市,海南省 东方市
469007000,469007,2,东方,d,df,dong fang,469007000000,东方市,海南省 东方市 东方市
469021,46,1,定安,d,da,ding an,469021000000,定安县,海南省 定安县
469021000,469021,2,定安,d,da,ding an,469021000000,定安县,海南省 定安县 定安县
469022,46,1,屯昌,t,tc,tun chang,469022000000,屯昌县,海南省 屯昌县
469022000,469022,2,屯昌,t,tc,tun chang,469022000000,屯昌县,海南省 屯昌县 屯昌县
469023,46,1,澄迈,c,cm,cheng mai,469023000000,澄迈县,海南省 澄迈县
469023000,469023,2,澄迈,c,cm,cheng mai,469023000000,澄迈县,海南省 澄迈县 澄迈县
469024,46,1,临高,l,lg,lin gao,469024000000,临高县,海南省 临高县
469024000,469024,2,临高,l,lg,lin gao,469024000000,临高县,海南省 临高县 临高县
469025,46,1,白沙,b,bs,bai sha,469025000000,白沙黎族自治县,海南省 白沙黎族自治县
469025000,469025,2,白沙,b,bs,bai sha,469025000000,白沙黎族自治县,海南省 白沙黎族自治县 白沙黎族自治县
469026,46,1,昌江,c,cj,chang jiang,469026000000,昌江黎族自治县,海南省 昌江黎族自治县
469026000,469026,2,昌江,c,cj,chang jiang,469026000000,昌江黎族自治县,海南省 昌江黎族自治县 昌江黎族自治县
469027,46,1,乐东,l,ld,le dong,469027000000,乐东黎族自治县,海南省 乐东黎族自治县
469027000,469027,2,乐东,l,ld,le dong,469027000000,乐东黎族自治县,海南省 乐东黎族自治县 乐东黎族自治县
469028,46,1,陵水,l,ls,ling shui,469028000000,陵水黎族自治县,海南省 陵水黎族自治县
469028000,469028,2,陵水,l,ls,ling shui,469028000000,陵水黎族自治县,海南省 陵水黎族自治县 陵水黎族自治县
469029,46,1,保亭,b,bt,bao ting,469029000000,保亭黎族苗族自治县,海南省 保亭黎族苗族自治县
469029000,469029,2,保亭,b,bt,bao ting,469029000000,保亭黎族苗族自治县,海南省 保亭黎族苗族自治县 保亭黎族苗族自治县
469030,46,1,琼中,q,qz,qiong zhong,469030000000,琼中黎族苗族自治县,海南省 琼中黎族苗族自治县
469030000,469030,2,琼中,q,qz,qiong zhong,469030000000,琼中黎族苗族自治县,海南省 琼中黎族苗族自治县 琼中黎族苗族自治县
50,0,0,重庆,c,cq,chong qing,500000000000,重庆市,重庆市
5001,50,1,重庆城区,c,cqcq,chong qing cheng qu,500100000000,重庆城区,重庆市 重庆城区
500101,5001,2,万州,w,wz,wan zhou,500101000000,万州区,重庆市 重庆城区 万州区
500102,5001,2,涪陵,f,fl,fu ling,500102000000,涪陵区,重庆市 重庆城区 涪陵区
500103,5001,2,渝中,y,yz,yu zhong,500103000000,渝中区,重庆市 重庆城区 渝中区
500104,5001,2,大渡口,d,ddk,da du kou,500104000000,大渡口区,重庆市 重庆城区 大渡口区
500105,5001,2,江北,j,jb,jiang bei,500105000000,江北区,重庆市 重庆城区 江北区
500106,5001,2,沙坪坝,s,spb,sha ping ba,500106000000,沙坪坝区,重庆市 重庆城区 沙坪坝区
500107,5001,2,九龙坡,j,jlp,jiu long po,500107000000,九龙坡区,重庆市 重庆城区 九龙坡区
500108,5001,2,南岸,n,na,nan an,500108000000,南岸区,重庆市 重庆城区 南岸区
500109,5001,2,北碚,b,bb,bei bei,500109000000,北碚区,重庆市 重庆城区 北碚区
500110,5001,2,綦江,q,qj,qi jiang,500110000000,綦江区,重庆市 重庆城区 綦江区
500111,5001,2,大足,d,dz,da zu,500111000000,大足区,重庆市 重庆城区 大足区
500112,5001,2,渝北,y,yb,yu bei,500112000000,渝北区,重庆市 重庆城区 渝北区
500113,5001,2,巴南,b,bn,ba nan,500113000000,巴南区,重庆市 重庆城区 巴南区
500114,5001,2,黔江,q,qj,qian jiang,500114000000,黔江区,重庆市 重庆城区 黔江区
500115,5001,2,长寿,c,cs,chang shou,500115000000,长寿区,重庆市 重庆城区 长寿区
500116,5001,2,江津,j,jj,jiang jin,500116000000,江津区,重庆市 重庆城区 江津区
500117,5001,2,合川,h,hc,he chuan,500117000000,合川区,重庆市 重庆城区 合川区
500118,5001,2,永川,y,yc,yong chuan,500118000000,永川区,重庆市 重庆城区 永川区
500119,5001,2,南川,n,nc,nan chuan,500119000000,南川区,重庆市 重庆城区 南川区
500120,5001,2,璧山,b,bs,bi shan,500120000000,璧山区,重庆市 重庆城区 璧山区
500151,5001,2,铜梁,t,tl,tong liang,500151000000,铜梁区,重庆市 重庆城区 铜梁区
500152,5001,2,潼南,t,tn,tong nan,500152000000,潼南区,重庆市 重庆城区 潼南区
500153,5001,2,荣昌,r,rc,rong chang,500153000000,荣昌区,重庆市 重庆城区 荣昌区
500154,5001,2,开州,k,kz,kai zhou,500154000000,开州区,重庆市 重庆城区 开州区
500155,5001,2,梁平,l,lp,liang ping,500155000000,梁平区,重庆市 重庆城区 梁平区
500156,5001,2,武隆,w,wl,wu long,500156000000,武隆区,重庆市 重庆城区 武隆区
5002,50,1,重庆郊县,c,cqjx,chong qing jiao xian,500200000000,重庆郊县,重庆市 重庆郊县
500229,5002,2,城口,c,ck,cheng kou,500229000000,城口县,重庆市 重庆郊县 城口县
500230,5002,2,丰都,f,fd,feng du,500230000000,丰都县,重庆市 重庆郊县 丰都县
500231,5002,2,垫江,d,dj,dian jiang,500231000000,垫江县,重庆市 重庆郊县 垫江县
500233,5002,2,忠县,z,zx,zhong xian,500233000000,忠县,重庆市 重庆郊县 忠县
500235,5002,2,云阳,y,yy,yun yang,500235000000,云阳县,重庆市 重庆郊县 云阳县
500236,5002,2,奉节,f,fj,feng jie,500236000000,奉节县,重庆市 重庆郊县 奉节县
500237,5002,2,巫山,w,ws,wu shan,500237000000,巫山县,重庆市 重庆郊县 巫山县
500238,5002,2,巫溪,w,wx,wu xi,500238000000,巫溪县,重庆市 重庆郊县 巫溪县
500240,5002,2,石柱,s,sz,shi zhu,500240000000,石柱土家族自治县,重庆市 重庆郊县 石柱土家族自治县
500241,5002,2,秀山,x,xs,xiu shan,500241000000,秀山土家族苗族自治县,重庆市 重庆郊县 秀山土家族苗族自治县
500242,5002,2,酉阳,y,yy,you yang,500242000000,酉阳土家族苗族自治县,重庆市 重庆郊县 酉阳土家族苗族自治县
500243,5002,2,彭水,p,ps,peng shui,500243000000,彭水苗族土家族自治县,重庆市 重庆郊县 彭水苗族土家族自治县
51,0,0,四川,s,sc,si chuan,510000000000,四川省,四川省
5101,51,1,成都,c,cd,cheng du,510100000000,成都市,四川省 成都市
510104,5101,2,锦江,j,jj,jin jiang,510104000000,锦江区,四川省 成都市 锦江区
510105,5101,2,青羊,q,qy,qing yang,510105000000,青羊区,四川省 成都市 青羊区
510106,5101,2,金牛,j,jn,jin niu,510106000000,金牛区,四川省 成都市 金牛区
510107,5101,2,武侯,w,wh,wu hou,510107000000,武侯区,四川省 成都市 武侯区
510108,5101,2,成华,c,ch,cheng hua,510108000000,成华区,四川省 成都市 成华区
510112,5101,2,龙泉驿,l,lqy,long quan yi,510112000000,龙泉驿区,四川省 成都市 龙泉驿区
510113,5101,2,青白江,q,qbj,qing bai jiang,510113000000,青白江区,四川省 成都市 青白江区
510114,5101,2,新都,x,xd,xin du,510114000000,新都区,四川省 成都市 新都区
510115,5101,2,温江,w,wj,wen jiang,510115000000,温江区,四川省 成都市 温江区
510116,5101,2,双流,s,sl,shuang liu,510116000000,双流区,四川省 成都市 双流区
510117,5101,2,郫都,p,pd,pi du,510117000000,郫都区,四川省 成都市 郫都区
510118,5101,2,新津,x,xj,xin jin,510118000000,新津区,四川省 成都市 新津区
510121,5101,2,金堂,j,jt,jin tang,510121000000,金堂县,四川省 成都市 金堂县
510129,5101,2,大邑,d,dy,da yi,510129000000,大邑县,四川省 成都市 大邑县
510131,5101,2,蒲江,p,pj,pu jiang,510131000000,蒲江县,四川省 成都市 蒲江县
510181,5101,2,都江堰,d,djy,du jiang yan,510181000000,都江堰市,四川省 成都市 都江堰市
510182,5101,2,彭州,p,pz,peng zhou,510182000000,彭州市,四川省 成都市 彭州市
510183,5101,2,邛崃,q,ql,qiong lai,510183000000,邛崃市,四川省 成都市 邛崃市
510184,5101,2,崇州,c,cz,chong zhou,510184000000,崇州市,四川省 成都市 崇州市
510185,5101,2,简阳,j,jy,jian yang,510185000000,简阳市,四川省 成都市 简阳市
5103,51,1,自贡,z,zg,zi gong,510300000000,自贡市,四川省 自贡市
510302,5103,2,自流井,z,zlj,zi liu jing,510302000000,自流井区,四川省 自贡市 自流井区
510303,5103,2,贡井,g,gj,gong jing,510303000000,贡井区,四川省 自贡市 贡井区
510304,5103,2,大安,d,da,da an,510304000000,大安区,四川省 自贡市 大安区
510311,5103,2,沿滩,y,yt,yan tan,510311000000,沿滩区,四川省 自贡市 沿滩区
510321,5103,2,荣县,r,rx,rong xian,510321000000,荣县,四川省 自贡市 荣县
510322,5103,2,富顺,f,fs,fu shun,510322000000,富顺县,四川省 自贡市 富顺县
5104,51,1,攀枝花,p,pzh,pan zhi hua,510400000000,攀枝花市,四川省 攀枝花市
510402,5104,2,东区,d,dq,dong qu,510402000000,东区,四川省 攀枝花市 东区
510403,5104,2,西区,x,xq,xi qu,510403000000,西区,四川省 攀枝花市 西区
510411,5104,2,仁和,r,rh,ren he,510411000000,仁和区,四川省 攀枝花市 仁和区
510421,5104,2,米易,m,my,mi yi,510421000000,米易县,四川省 攀枝花市 米易县
510422,5104,2,盐边,y,yb,yan bian,510422000000,盐边县,四川省 攀枝花市 盐边县
5105,51,1,泸州,l,lz,lu zhou,510500000000,泸州市,四川省 泸州市
510502,5105,2,江阳,j,jy,jiang yang,510502000000,江阳区,四川省 泸州市 江阳区
510503,5105,2,纳溪,n,nx,na xi,510503000000,纳溪区,四川省 泸州市 纳溪区
510504,5105,2,龙马潭,l,lmt,long ma tan,510504000000,龙马潭区,四川省 泸州市 龙马潭区
510521,5105,2,泸县,l,lx,lu xian,510521000000,泸县,四川省 泸州市 泸县
510522,5105,2,合江,h,hj,he jiang,510522000000,合江县,四川省 泸州市 合江县
510524,5105,2,叙永,x,xy,xu yong,510524000000,叙永县,四川省 泸州市 叙永县
510525,5105,2,古蔺,g,gl,gu lin,510525000000,古蔺县,四川省 泸州市 古蔺县
5106,51,1,德阳,d,dy,de yang,510600000000,德阳市,四川省 德阳市
510603,5106,2,旌阳,j,jy,jing yang,510603000000,旌阳区,四川省 德阳市 旌阳区
510604,5106,2,罗江,l,lj,luo jiang,510604000000,罗江区,四川省 德阳市 罗江区
510623,5106,2,中江,z,zj,zhong jiang,510623000000,中江县,四川省 德阳市 中江县
510681,5106,2,广汉,g,gh,guang han,510681000000,广汉市,四川省 德阳市 广汉市
510682,5106,2,什邡,s,sf,shi fang,510682000000,什邡市,四川省 德阳市 什邡市
510683,5106,2,绵竹,m,mz,mian zhu,510683000000,绵竹市,四川省 德阳市 绵竹市
5107,51,1,绵阳,m,my,mian yang,510700000000,绵阳市,四川省 绵阳市
510703,5107,2,涪城,f,fc,fu cheng,510703000000,涪城区,四川省 绵阳市 涪城区
510704,5107,2,游仙,y,yx,you xian,510704000000,游仙区,四川省 绵阳市 游仙区
510705,5107,2,安州,a,az,an zhou,510705000000,安州区,四川省 绵阳市 安州区
510722,5107,2,三台,s,st,san tai,510722000000,三台县,四川省 绵阳市 三台县
510723,5107,2,盐亭,y,yt,yan ting,510723000000,盐亭县,四川省 绵阳市 盐亭县
510725,5107,2,梓潼,z,zt,zi tong,510725000000,梓潼县,四川省 绵阳市 梓潼县
510726,5107,2,北川,b,bc,bei chuan,510726000000,北川羌族自治县,四川省 绵阳市 北川羌族自治县
510727,5107,2,平武,p,pw,ping wu,510727000000,平武县,四川省 绵阳市 平武县
510781,5107,2,江油,j,jy,jiang you,510781000000,江油市,四川省 绵阳市 江油市
5108,51,1,广元,g,gy,guang yuan,510800000000,广元市,四川省 广元市
510802,5108,2,利州,l,lz,li zhou,510802000000,利州区,四川省 广元市 利州区
510811,5108,2,昭化,z,zh,zhao hua,510811000000,昭化区,四川省 广元市 昭化区
510812,5108,2,朝天,c,ct,chao tian,510812000000,朝天区,四川省 广元市 朝天区
510821,5108,2,旺苍,w,wc,wang cang,510821000000,旺苍县,四川省 广元市 旺苍县
510822,5108,2,青川,q,qc,qing chuan,510822000000,青川县,四川省 广元市 青川县
510823,5108,2,剑阁,j,jg,jian ge,510823000000,剑阁县,四川省 广元市 剑阁县
510824,5108,2,苍溪,c,cx,cang xi,510824000000,苍溪县,四川省 广元市 苍溪县
5109,51,1,遂宁,s,sn,sui ning,510900000000,遂宁市,四川省 遂宁市
510903,5109,2,船山,c,cs,chuan shan,510903000000,船山区,四川省 遂宁市 船山区
510904,5109,2,安居,a,aj,an ju,510904000000,安居区,四川省 遂宁市 安居区
510921,5109,2,蓬溪,p,px,peng xi,510921000000,蓬溪县,四川省 遂宁市 蓬溪县
510923,5109,2,大英,d,dy,da ying,510923000000,大英县,四川省 遂宁市 大英县
510981,5109,2,射洪,s,sh,she hong,510981000000,射洪市,四川省 遂宁市 射洪市
5110,51,1,内江,n,nj,nei jiang,511000000000,内江市,四川省 内江市
511002,5110,2,市中,s,sz,shi zhong,511002000000,市中区,四川省 内江市 市中区
511011,5110,2,东兴,d,dx,dong xing,511011000000,东兴区,四川省 内江市 东兴区
511024,5110,2,威远,w,wy,wei yuan,511024000000,威远县,四川省 内江市 威远县
511025,5110,2,资中,z,zz,zi zhong,511025000000,资中县,四川省 内江市 资中县
511083,5110,2,隆昌,l,lc,long chang,511083000000,隆昌市,四川省 内江市 隆昌市
5111,51,1,乐山,l,ls,le shan,511100000000,乐山市,四川省 乐山市
511102,5111,2,市中,s,sz,shi zhong,511102000000,市中区,四川省 乐山市 市中区
511111,5111,2,沙湾,s,sw,sha wan,511111000000,沙湾区,四川省 乐山市 沙湾区
511112,5111,2,五通桥,w,wtq,wu tong qiao,511112000000,五通桥区,四川省 乐山市 五通桥区
511113,5111,2,金口河,j,jkh,jin kou he,511113000000,金口河区,四川省 乐山市 金口河区
511123,5111,2,犍为,q,qw,qian wei,511123000000,犍为县,四川省 乐山市 犍为县
511124,5111,2,井研,j,jy,jing yan,511124000000,井研县,四川省 乐山市 井研县
511126,5111,2,夹江,j,jj,jia jiang,511126000000,夹江县,四川省 乐山市 夹江县
511129,5111,2,沐川,m,mc,mu chuan,511129000000,沐川县,四川省 乐山市 沐川县
511132,5111,2,峨边,e,eb,e bian,511132000000,峨边彝族自治县,四川省 乐山市 峨边彝族自治县
511133,5111,2,马边,m,mb,ma bian,511133000000,马边彝族自治县,四川省 乐山市 马边彝族自治县
511181,5111,2,峨眉山,e,ems,e mei shan,511181000000,峨眉山市,四川省 乐山市 峨眉山市
5113,51,1,南充,n,nc,nan chong,511300000000,南充市,四川省 南充市
511302,5113,2,顺庆,s,sq,shun qing,511302000000,顺庆区,四川省 南充市 顺庆区
511303,5113,2,高坪,g,gp,gao ping,511303000000,高坪区,四川省 南充市 高坪区
511304,5113,2,嘉陵,j,jl,jia ling,511304000000,嘉陵区,四川省 南充市 嘉陵区
511321,5113,2,南部,n,nb,nan bu,511321000000,南部县,四川省 南充市 南部县
511322,5113,2,营山,y,ys,ying shan,511322000000,营山县,四川省 南充市 营山县
511323,5113,2,蓬安,p,pa,peng an,511323000000,蓬安县,四川省 南充市 蓬安县
511324,5113,2,仪陇,y,yl,yi long,511324000000,仪陇县,四川省 南充市 仪陇县
511325,5113,2,西充,x,xc,xi chong,511325000000,西充县,四川省 南充市 西充县
511381,5113,2,阆中,l,lz,lang zhong,511381000000,阆中市,四川省 南充市 阆中市
5114,51,1,眉山,m,ms,mei shan,511400000000,眉山市,四川省 眉山市
511402,5114,2,东坡,d,dp,dong po,511402000000,东坡区,四川省 眉山市 东坡区
511403,5114,2,彭山,p,ps,peng shan,511403000000,彭山区,四川省 眉山市 彭山区
511421,5114,2,仁寿,r,rs,ren shou,511421000000,仁寿县,四川省 眉山市 仁寿县
511423,5114,2,洪雅,h,hy,hong ya,511423000000,洪雅县,四川省 眉山市 洪雅县
511424,5114,2,丹棱,d,dl,dan leng,511424000000,丹棱县,四川省 眉山市 丹棱县
511425,5114,2,青神,q,qs,qing shen,511425000000,青神县,四川省 眉山市 青神县
5115,51,1,宜宾,y,yb,yi bin,511500000000,宜宾市,四川省 宜宾市
511502,5115,2,翠屏,c,cp,cui ping,511502000000,翠屏区,四川省 宜宾市 翠屏区
511503,5115,2,南溪,n,nx,nan xi,511503000000,南溪区,四川省 宜宾市 南溪区
511504,5115,2,叙州,x,xz,xu zhou,511504000000,叙州区,四川省 宜宾市 叙州区
511523,5115,2,江安,j,ja,jiang an,511523000000,江安县,四川省 宜宾市 江安县
